FSUNEMP,FSNK5T17,LIQRESOR,FSSLTDE2,FSSLTDED,FSOTHUN,FSGRINC,FSUSIZE,FSTOTDE2,FSSTDDE2,FSNONCIT,RAWERND,FSTOTDED,REALPROP,FSERNDED,FSERNDE2,FSNELDER,FSNDISCA,FSWAGES,FSWCOMP,FSSLTEXP,CERTHHSZ,CAT_ELIG,FSVEHAST,VEHICLEA
0.0,2.0,0.0,0.0,0.0,0.0,1400.0,3.0,437.0,157.0,0.0,280.0,437.0,0.0,280.0,280.0,0.0,0.0,1400.0,0.0,423.0,3.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,200.0,2.0,157.0,157.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0
0.0,0.0,0.0,361.0,361.0,0.0,735.0,1.0,518.0,235.0,0.0,0.0,518.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,322.0,322.0,0.0,1925.0,2.0,807.0,235.0,0.0,328.0,807.0,0.0,328.0,492.0,0.0,0.0,1642.0,0.0,1042.0,2.0,1.0,0.0,1.0
0.0,0.0,0.0,341.0,341.0,0.0,726.0,2.0,498.0,236.0,0.0,0.0,498.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,625.0,2.0,1.0,0.0,1.0
0.0,3.0,0.0,0.0,0.0,0.0,315.0,4.0,168.0,168.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,325.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,482.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,325.0,1.0,1.0,0.0,1.0
0.0,4.0,0.0,0.0,0.0,0.0,1906.0,7.0,226.0,226.0,0.0,0.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.0,7.0,1.0,0.0,1.0
0.0,0.0,0.0,139.0,139.0,0.0,735.0,1.0,296.0,235.0,0.0,0.0,296.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,428.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
0.0,3.0,0.0,517.0,517.0,0.0,1479.0,6.0,1038.0,226.0,1.0,296.0,1038.0,0.0,295.0,295.0,0.0,0.0,1296.0,0.0,1175.0,6.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1462.0,3.0,449.0,157.0,2.0,292.0,449.0,0.0,292.0,292.0,0.0,2.0,0.0,0.0,462.0,3.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,204.0,238.0,0.0,451.0,1.0,451.0,201.0,0.0,90.0,485.0,0.0,90.0,101.0,0.0,1.0,0.0,0.0,340.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,452.0,452.0,0.0,1479.0,1.0,684.0,236.0,0.0,0.0,684.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1075.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
0.0,3.0,0.0,0.0,0.0,300.0,1455.0,4.0,168.0,168.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.0,4.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,375.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,532.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,3.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1238.0,2.0,404.0,157.0,0.0,248.0,404.0,0.0,247.0,247.0,0.0,0.0,1238.0,0.0,0.0,2.0,1.0,0.0,1.0
0.0,0.0,0.0,159.0,159.0,0.0,490.0,1.0,316.0,236.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.0,1.0,1.0,0.0,1.0
580.0,0.0,0.0,0.0,0.0,0.0,580.0,1.0,157.0,157.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,150.0,150.0,0.0,758.0,1.0,307.0,236.0,1.0,0.0,307.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,450.0,1.0,1.0,0.0,1.0
0.0,1.0,0.0,536.0,536.0,0.0,935.0,3.0,693.0,235.0,0.0,0.0,693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,925.0,3.0,1.0,0.0,1.0
0.0,0.0,0.0,386.0,386.0,0.0,735.0,1.0,543.0,235.0,0.0,0.0,543.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,170.0,485.0,0.0,327.0,2.0,327.0,0.0,0.0,0.0,642.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,570.0,2.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,40.0,40.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,101.0,101.0,0.0,755.0,1.0,258.0,235.0,0.0,0.0,258.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,400.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,155.0,155.0,0.0,755.0,1.0,312.0,235.0,0.0,0.0,312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454.0,1.0,1.0,0.0,1.0
0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0
0.0,1.0,0.0,39.0,517.0,0.0,245.0,2.0,245.0,0.0,0.0,49.0,723.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,590.0,2.0,1.0,0.0,1.0
0.0,0.0,0.0,644.0,644.0,0.0,1700.0,3.0,1141.0,236.0,1.0,340.0,1141.0,0.0,340.0,510.0,1.0,1.0,1700.0,0.0,1245.0,3.0,1.0,0.0,1.0
0.0,0.0,0.0,170.0,517.0,0.0,327.0,2.0,327.0,0.0,0.0,0.0,674.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1354.0,2.0,1.0,0.0,1.0
0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0
0.0,3.0,0.0,517.0,517.0,0.0,1466.0,5.0,714.0,197.0,0.0,0.0,714.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1275.0,5.0,1.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,350.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,507.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,350.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,197.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,40.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,1.0,1.0,0.0,555.0,1.0,158.0,158.0,0.0,0.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,1.0,1.0,0.0,1.0
0.0,2.0,0.0,31.0,310.0,0.0,285.0,5.0,285.0,17.0,0.0,57.0,564.0,0.0,57.0,0.0,0.0,0.0,285.0,0.0,325.0,5.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,325.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,482.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,325.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,349.0,349.0,0.0,1350.0,1.0,1046.0,236.0,0.0,270.0,1046.0,0.0,270.0,405.0,0.0,0.0,1350.0,0.0,675.0,1.0,1.0,0.0,1.0
0.0,2.0,0.0,364.0,364.0,0.0,1475.0,3.0,816.0,236.0,0.0,295.0,816.0,0.0,295.0,443.0,0.0,0.0,1475.0,0.0,875.0,3.0,1.0,0.0,1.0
0.0,0.0,0.0,436.0,436.0,183.0,935.0,1.0,593.0,235.0,0.0,0.0,593.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,825.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,162.0,162.0,0.0,755.0,1.0,319.0,235.0,0.0,0.0,319.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,461.0,1.0,1.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0
0.0,0.0,0.0,295.0,295.0,0.0,800.0,1.0,612.0,236.0,0.0,160.0,612.0,0.0,160.0,240.0,0.0,1.0,800.0,0.0,536.0,1.0,1.0,0.0,1.0
0.0,2.0,0.0,0.0,517.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,714.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1575.0,5.0,1.0,0.0,1.0
0.0,0.0,0.0,216.0,216.0,0.0,375.0,1.0,373.0,235.0,0.0,0.0,373.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,325.0,1.0,1.0,0.0,1.0
0.0,3.0,0.0,509.0,671.0,0.0,735.0,6.0,735.0,177.0,0.0,0.0,897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,925.0,6.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,231.0,231.0,1.0,157.0,157.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
0.0,3.0,0.0,59.0,271.0,0.0,320.0,5.0,320.0,84.0,0.0,64.0,532.0,0.0,64.0,0.0,0.0,0.0,320.0,0.0,300.0,5.0,1.0,0.0,1.0
0.0,2.0,0.0,46.0,46.0,0.0,755.0,5.0,243.0,243.0,0.0,0.0,243.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,325.0,5.0,1.0,0.0,1.0
0.0,1.0,0.0,517.0,517.0,0.0,1494.0,2.0,972.0,212.0,0.0,299.0,972.0,0.0,298.0,423.0,0.0,0.0,1494.0,0.0,1060.0,2.0,1.0,0.0,1.0
0.0,3.0,0.0,380.0,517.0,0.0,684.0,4.0,684.0,31.0,0.0,137.0,821.0,0.0,136.0,0.0,0.0,0.0,684.0,0.0,1006.0,4.0,1.0,0.0,1.0
0.0,0.0,0.0,106.0,106.0,0.0,895.0,1.0,263.0,235.0,0.0,0.0,263.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,475.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,8.0,8.0,0.0,555.0,2.0,264.0,165.0,0.0,0.0,264.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,157.0,2.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1075.0,1.0,157.0,157.0,0.0,0.0,157.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,408.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,325.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,482.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,325.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,157.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
0.0,1.0,0.0,153.0,153.0,0.0,1550.0,2.0,698.0,236.0,0.0,310.0,698.0,0.0,310.0,463.0,0.0,0.0,1550.0,0.0,655.0,2.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,890.0,2.0,157.0,157.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,325.0,2.0,1.0,0.0,1.0
0.0,2.0,0.0,0.0,0.0,0.0,1238.0,4.0,168.0,168.0,1.0,0.0,168.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,325.0,4.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1880.0,3.0,533.0,157.0,1.0,376.0,533.0,0.0,376.0,376.0,0.0,0.0,1880.0,0.0,609.0,3.0,1.0,0.0,1.0
0.0,0.0,0.0,431.0,431.0,0.0,735.0,1.0,588.0,235.0,0.0,0.0,588.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,284.0,284.0,0.0,1050.0,3.0,651.0,236.0,0.0,210.0,651.0,0.0,210.0,315.0,0.0,0.0,1050.0,0.0,625.0,3.0,1.0,0.0,1.0
0.0,0.0,0.0,307.0,307.0,0.0,790.0,1.0,464.0,236.0,0.0,0.0,464.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,623.0,1.0,1.0,0.0,1.0
0.0,2.0,0.0,298.0,298.0,0.0,1751.0,3.0,805.0,235.0,0.0,350.0,805.0,0.0,350.0,525.0,0.0,0.0,1751.0,0.0,920.0,3.0,1.0,0.0,1.0
0.0,2.0,0.0,0.0,0.0,0.0,50.0,4.0,50.0,50.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,490.0,0.0,1202.0,2.0,1202.0,0.0,0.0,240.0,1733.0,0.0,240.0,0.0,0.0,0.0,1202.0,0.0,490.0,2.0,1.0,0.0,1.0
0.0,0.0,0.0,475.0,475.0,0.0,1108.0,1.0,853.0,235.0,0.0,222.0,853.0,0.0,221.0,331.0,0.0,1.0,1108.0,0.0,840.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,426.0,426.0,0.0,755.0,1.0,583.0,235.0,0.0,0.0,583.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,725.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,146.0,146.0,0.0,735.0,1.0,303.0,235.0,0.0,0.0,303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,199.0,199.0,0.0,409.0,3.0,356.0,235.0,0.0,0.0,356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.0,3.0,1.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,260.0,4.0,168.0,168.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0
0.0,3.0,0.0,469.0,469.0,0.0,1512.0,5.0,968.0,296.0,0.0,303.0,968.0,0.0,302.0,453.0,0.0,0.0,1512.0,0.0,975.0,5.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
0.0,1.0,0.0,454.0,454.0,0.0,1375.0,2.0,1086.0,236.0,0.0,275.0,1086.0,0.0,275.0,413.0,0.0,0.0,1375.0,0.0,825.0,2.0,1.0,0.0,1.0
0.0,2.0,0.0,256.0,256.0,0.0,2270.0,3.0,867.0,236.0,0.0,454.0,867.0,0.0,454.0,681.0,0.0,0.0,2270.0,0.0,1085.0,3.0,1.0,0.0,1.0
0.0,0.0,0.0,264.0,264.0,0.0,755.0,1.0,421.0,235.0,0.0,0.0,421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0
0.0,1.0,0.0,517.0,517.0,0.0,1335.0,3.0,941.0,157.0,0.0,267.0,941.0,0.0,267.0,278.0,0.0,0.0,1335.0,0.0,1095.0,3.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,325.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,482.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.0,1.0,1.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,1609.0,3.0,436.0,157.0,0.0,171.0,436.0,0.0,170.0,170.0,0.0,0.0,853.0,0.0,40.0,3.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,493.0,4.0,168.0,168.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0
0.0,0.0,0.0,571.0,571.0,0.0,755.0,1.0,728.0,235.0,0.0,0.0,728.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,870.0,1.0,1.0,0.0,1.0
0.0,2.0,0.0,173.0,173.0,0.0,1458.0,5.0,635.0,295.0,0.0,266.0,635.0,0.0,265.0,397.0,0.0,0.0,1329.0,0.0,671.0,5.0,1.0,0.0,1.0
0.0,1.0,0.0,136.0,136.0,0.0,1462.0,4.0,419.0,252.0,0.0,116.0,419.0,0.0,115.0,173.0,0.0,0.0,577.0,0.0,725.0,4.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,202.0,2.0,197.0,157.0,0.0,40.0,197.0,0.0,40.0,40.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0
0.0,2.0,0.0,167.0,167.0,0.0,1767.0,6.0,1168.0,339.0,0.0,335.0,1168.0,0.0,335.0,502.0,0.0,0.0,1675.0,0.0,550.0,6.0,1.0,0.0,1.0
0.0,0.0,0.0,290.0,290.0,0.0,934.0,4.0,644.0,252.0,1.0,187.0,644.0,0.0,186.0,279.0,0.0,4.0,934.0,0.0,580.0,4.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,200.0,2.0,157.0,157.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0
0.0,0.0,0.0,187.0,187.0,0.0,755.0,1.0,344.0,235.0,0.0,0.0,344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,205.0,205.0,0.0,998.0,1.0,362.0,236.0,0.0,0.0,362.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,625.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,36.0,36.0,0.0,735.0,1.0,193.0,193.0,0.0,0.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.0,1.0,1.0,0.0,1.0
0.0,2.0,0.0,185.0,185.0,0.0,387.0,3.0,342.0,235.0,0.0,0.0,342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,3.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
0.0,2.0,0.0,0.0,0.0,0.0,2445.0,6.0,715.0,226.0,2.0,489.0,715.0,0.0,489.0,489.0,1.0,0.0,2445.0,0.0,710.0,6.0,1.0,0.0,1.0
0.0,1.0,0.0,0.0,325.0,0.0,60.0,2.0,60.0,0.0,0.0,0.0,482.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.0,2.0,1.0,0.0,1.0
0.0,0.0,0.0,162.0,162.0,0.0,1126.0,1.0,544.0,235.0,0.0,225.0,544.0,0.0,225.0,337.0,0.0,0.0,1126.0,0.0,534.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,492.0,782.0,0.0,649.0,1.0,649.0,0.0,0.0,0.0,939.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1028.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,578.0,666.0,0.0,735.0,1.0,735.0,147.0,0.0,0.0,823.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,955.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,279.0,279.0,0.0,755.0,1.0,436.0,235.0,0.0,0.0,436.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,578.0,1.0,1.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0
0.0,1.0,0.0,173.0,173.0,0.0,870.0,2.0,330.0,236.0,0.0,0.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529.0,2.0,1.0,0.0,1.0
0.0,3.0,0.0,517.0,517.0,0.0,1946.0,5.0,1875.0,201.0,1.0,389.0,1875.0,0.0,389.0,489.0,0.0,0.0,1946.0,0.0,905.0,5.0,1.0,0.0,1.0
0.0,0.0,0.0,411.0,411.0,0.0,735.0,1.0,568.0,235.0,0.0,0.0,568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,167.0,167.0,0.0,1848.0,5.0,733.0,295.0,0.0,370.0,733.0,0.0,369.0,536.0,0.0,3.0,144.0,0.0,808.0,5.0,1.0,0.0,1.0
0.0,0.0,0.0,286.0,286.0,0.0,1464.0,3.0,802.0,235.0,0.0,293.0,802.0,0.0,292.0,438.0,0.0,0.0,1464.0,0.0,760.0,3.0,1.0,0.0,1.0
0.0,1.0,0.0,303.0,303.0,0.0,2169.0,5.0,828.0,295.0,1.0,328.0,828.0,0.0,328.0,492.0,0.0,0.0,0.0,0.0,1125.0,5.0,1.0,0.0,1.0
0.0,0.0,0.0,366.0,366.0,0.0,735.0,1.0,523.0,235.0,0.0,0.0,523.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,655.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,162.0,162.0,0.0,757.0,1.0,319.0,235.0,0.0,0.0,319.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,462.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,755.0,1.0,157.0,157.0,0.0,0.0,157.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,280.0,4.0,168.0,168.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0
0.0,0.0,0.0,176.0,176.0,0.0,545.0,2.0,423.0,235.0,0.0,90.0,423.0,0.0,90.0,135.0,0.0,0.0,450.0,0.0,325.0,2.0,1.0,0.0,1.0
0.0,0.0,0.0,286.0,286.0,0.0,735.0,1.0,443.0,235.0,0.0,0.0,443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,575.0,1.0,1.0,0.0,1.0
0.0,1.0,0.0,362.0,362.0,0.0,2016.0,3.0,892.0,235.0,0.0,373.0,892.0,0.0,373.0,559.0,0.0,0.0,1866.0,0.0,1105.0,3.0,1.0,0.0,1.0
0.0,0.0,0.0,88.0,296.0,0.0,245.0,1.0,245.0,27.0,0.0,0.0,453.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,340.0,1.0,1.0,0.0,1.0
0.0,6.0,0.0,0.0,0.0,0.0,1862.0,7.0,510.0,226.0,0.0,284.0,510.0,0.0,284.0,284.0,0.0,0.0,1421.0,0.0,625.0,7.0,1.0,0.0,1.0
0.0,2.0,0.0,115.0,115.0,0.0,1027.0,2.0,272.0,235.0,0.0,0.0,272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,2.0,1.0,0.0,1.0
0.0,4.0,0.0,0.0,505.0,0.0,180.0,6.0,180.0,0.0,0.0,0.0,731.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.0,6.0,1.0,0.0,1.0
0.0,0.0,0.0,215.0,215.0,0.0,1134.0,1.0,598.0,236.0,0.0,227.0,598.0,0.0,226.0,339.0,0.0,1.0,1134.0,0.0,590.0,1.0,1.0,0.0,1.0
0.0,2.0,0.0,147.0,147.0,0.0,1442.0,4.0,603.0,252.0,0.0,288.0,603.0,0.0,288.0,432.0,0.0,0.0,1442.0,0.0,640.0,4.0,1.0,0.0,1.0
0.0,0.0,0.0,497.0,497.0,0.0,895.0,2.0,835.0,236.0,0.0,164.0,835.0,0.0,164.0,246.0,0.0,0.0,822.0,0.0,775.0,2.0,1.0,0.0,1.0
0.0,0.0,0.0,175.0,175.0,0.0,858.0,1.0,332.0,236.0,0.0,0.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
0.0,3.0,0.0,210.0,210.0,0.0,2420.0,5.0,891.0,296.0,0.0,484.0,891.0,0.0,484.0,694.0,0.0,0.0,2420.0,0.0,1079.0,5.0,1.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,462.0,3.0,157.0,157.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0
